Program:    MAESPA                                                                          
Control:    &control                                                                        
Trees:      Example trees file.                                                             
Structure:                                                                      Multispecies
Physiology:                                                                     Multispecies
Met data:   Example met file (Tumbarumba)                                                   
Water bal.: Example water balance parameters.                                               
                                                                                
DOY: simulation date
Tree: tree number
Spec: tree species number
absPAR:   absorbed PAR              MJ tree-1 d-1
absNIR:   absorbed NIR              MJ  tree-1 d-1
absTherm: absorbed thermal          MJ tree-1 d-1
totPs: gross photosynthesis         mol tree-1 d-1
totRf: daily foliar respiration     mol tree-1 d-1
netPs: photosyn. net of foliar resp   mol tree-1 d-1
totLE1: daily transpiration         mol H2O tree-1 d-1
totLE2: daily transpirn (CANOPY calc) mol H2O m-2 d-1
totH:  daily sensible heat flux     MJ tree-1 d-1
                                                                                
Columns: DOY Tree Spec absPAR absNIR absTherm totPs totRf netPs totLE1 totLE2 totH
      1   76    1       0.5542       0.1275       0.0721       0.0461       0.0026       0.0434       5.3328       0.0362       0.4660
      1   77    1       0.5610       0.1263       0.0579       0.0462       0.0026       0.0436       5.3111       0.0363       0.4628
      1   78    1       0.5553       0.1277       0.0721       0.0461       0.0026       0.0434       5.3369       0.0362       0.4672
      1   79    1       0.5298       0.1225       0.0721       0.0455       0.0026       0.0429       5.2197       0.0358       0.4417
      1   90    1       0.5283       0.1222       0.0721       0.0455       0.0026       0.0429       5.2120       0.0358       0.4402
      1   91    1       0.5427       0.1251       0.0721       0.0458       0.0026       0.0432       5.2747       0.0360       0.4548
      1   92    1       0.5327       0.1231       0.0721       0.0456       0.0026       0.0430       5.2310       0.0359       0.4447
      1   93    1       0.5446       0.1255       0.0721       0.0459       0.0026       0.0432       5.2782       0.0361       0.4569
      1  104    1       0.5581       0.1283       0.0721       0.0461       0.0026       0.0435       5.3431       0.0363       0.4704
      1  105    1       0.5609       0.1263       0.0579       0.0462       0.0026       0.0436       5.3104       0.0363       0.4628
      1  106    1       0.5576       0.1282       0.0721       0.0461       0.0026       0.0435       5.3466       0.0363       0.4696
      1  107    1       0.5544       0.1275       0.0721       0.0460       0.0026       0.0434       5.3329       0.0362       0.4663
      1  118    1       0.5520       0.1270       0.0721       0.0460       0.0026       0.0434       5.3160       0.0362       0.4641
      1  119    1       0.5498       0.1266       0.0721       0.0460       0.0026       0.0434       5.3111       0.0362       0.4617
      1  120    1       0.5537       0.1274       0.0721       0.0460       0.0026       0.0434       5.3190       0.0362       0.4661
      1  121    1       0.5295       0.1224       0.0721       0.0456       0.0026       0.0429       5.2292       0.0358       0.4409
